path,clip_id,split,x,y,w,h,s_px,f_px,distance_m,band
data/frames/B/000300.jpg,B,train,0.476562,0.623611,0.010937,0.016667,36.00,2967.28,164.85,near_0_200
data/frames/B/000300.jpg,B,train,0.475781,0.667361,0.010937,0.020833,42.00,2967.28,141.31,near_0_200
data/frames/B/000312.jpg,B,train,0.460586,0.542369,0.007168,0.011159,24.10,2967.28,246.21,far_200_400
data/frames/B/000312.jpg,B,train,0.477734,0.628472,0.010156,0.015278,33.00,2967.28,179.83,near_0_200
data/frames/B/000312.jpg,B,train,0.476172,0.666667,0.011719,0.019444,42.00,2967.28,141.30,near_0_200
data/frames/B/000312.jpg,B,train,0.169531,0.831944,0.015625,0.025000,54.00,2967.28,109.90,near_0_200
data/frames/B/000312.jpg,B,train,0.191406,0.827778,0.018750,0.036111,72.00,2967.28,82.42,near_0_200
data/frames/B/000324.jpg,B,train,0.459838,0.550642,0.007387,0.008990,19.42,2967.28,305.61,far_200_400
data/frames/B/000324.jpg,B,train,0.477056,0.627085,0.007395,0.012486,26.97,2967.28,220.04,far_200_400
data/frames/B/000324.jpg,B,train,0.178516,0.847222,0.016406,0.025000,54.00,2967.28,109.90,near_0_200
data/frames/B/000324.jpg,B,train,0.155469,0.854167,0.018750,0.025000,54.00,2967.28,109.90,near_0_200
data/frames/B/000324.jpg,B,train,0.477344,0.664583,0.012500,0.018056,39.00,2967.28,152.16,near_0_200
data/frames/B/000336.jpg,B,train,0.459946,0.557142,0.006718,0.010450,22.57,2967.28,262.92,far_200_400
data/frames/B/000336.jpg,B,train,0.475000,0.624306,0.012500,0.023611,48.00,2967.28,123.64,near_0_200
data/frames/B/000336.jpg,B,train,0.477734,0.666667,0.016406,0.025000,54.00,2967.28,109.90,near_0_200
data/frames/B/000336.jpg,B,train,0.141797,0.872917,0.016406,0.026389,57.00,2967.28,104.11,near_0_200
data/frames/B/000336.jpg,B,train,0.164844,0.871528,0.018750,0.037500,72.00,2967.28,82.42,near_0_200
data/frames/B/000348.jpg,B,train,0.458871,0.565471,0.007386,0.009569,20.67,2967.28,287.12,far_200_400
data/frames/B/000348.jpg,B,train,0.127045,0.905589,0.025235,0.031959,69.03,2967.28,85.97,near_0_200
data/frames/B/000348.jpg,B,train,0.152344,0.894444,0.017188,0.036111,66.00,2967.28,89.91,near_0_200
data/frames/B/000348.jpg,B,train,0.475000,0.631944,0.009375,0.022222,36.00,2967.28,164.85,near_0_200
data/frames/B/000348.jpg,B,train,0.477344,0.667361,0.014063,0.029167,54.00,2967.28,109.90,near_0_200
data/frames/B/000360.jpg,B,train,0.458248,0.573912,0.007632,0.010647,23.00,2967.28,258.05,far_200_400
data/frames/B/000360.jpg,B,train,0.114934,0.932323,0.020490,0.033623,72.63,2967.28,81.71,near_0_200
data/frames/B/000360.jpg,B,train,0.475146,0.628929,0.007789,0.011905,25.71,2967.28,230.78,far_200_400
data/frames/B/000360.jpg,B,train,0.477979,0.669146,0.009188,0.015331,33.11,2967.28,179.21,near_0_200
data/frames/B/000360.jpg,B,train,0.136719,0.922222,0.018750,0.033333,72.00,2967.28,82.43,near_0_200
data/frames/B/000372.jpg,B,train,0.458071,0.583607,0.007953,0.011134,24.05,2967.28,246.76,far_200_400
data/frames/B/000372.jpg,B,train,0.474905,0.628269,0.008142,0.013032,28.15,2967.28,210.83,far_200_400
data/frames/B/000372.jpg,B,train,0.478993,0.668633,0.009972,0.015602,33.70,2967.28,176.10,near_0_200
data/frames/B/000372.jpg,B,train,0.095703,0.959722,0.017969,0.033333,69.00,2967.28,86.01,near_0_200
data/frames/B/000384.jpg,B,train,0.458718,0.594471,0.007147,0.010792,23.31,2967.28,254.58,far_200_400
data/frames/B/000384.jpg,B,train,0.474858,0.628922,0.008365,0.012933,27.94,2967.28,212.44,far_200_400
data/frames/B/000384.jpg,B,train,0.481250,0.668056,0.012500,0.016667,36.00,2967.28,164.85,near_0_200
data/frames/B/000396.jpg,B,train,0.459173,0.606006,0.007629,0.011976,25.87,2967.28,229.42,far_200_400
data/frames/B/000396.jpg,B,train,0.482437,0.669526,0.010129,0.015308,33.07,2967.28,179.48,near_0_200
data/frames/B/000396.jpg,B,train,0.475220,0.629572,0.008553,0.013053,28.19,2967.28,210.49,far_200_400
data/frames/B/000408.jpg,B,train,0.460593,0.618571,0.007569,0.012157,26.26,2967.28,226.00,far_200_400
data/frames/B/000408.jpg,B,train,0.485105,0.669911,0.010215,0.015591,33.68,2967.28,176.22,near_0_200
data/frames/B/000408.jpg,B,train,0.475413,0.630366,0.008256,0.013581,29.33,2967.28,202.30,far_200_400
data/frames/B/000420.jpg,B,train,0.461784,0.633073,0.008319,0.012943,27.96,2967.28,212.28,far_200_400
data/frames/B/000420.jpg,B,train,0.476391,0.631615,0.008378,0.012265,26.49,2967.28,224.01,far_200_400
data/frames/B/000420.jpg,B,train,0.463465,0.563437,0.006627,0.009939,21.47,2967.28,276.43,far_200_400
data/frames/B/000420.jpg,B,train,0.487452,0.669729,0.010148,0.016785,36.26,2967.28,163.69,near_0_200
data/frames/B/000432.jpg,B,train,0.463795,0.648930,0.008445,0.013201,28.51,2967.28,208.13,far_200_400
data/frames/B/000432.jpg,B,train,0.477712,0.633461,0.007987,0.013094,28.28,2967.28,209.83,far_200_400
data/frames/B/000432.jpg,B,train,0.464766,0.573519,0.007930,0.011577,25.01,2967.28,237.32,far_200_400
data/frames/B/000432.jpg,B,train,0.489483,0.669433,0.009466,0.015490,33.46,2967.28,177.37,near_0_200
data/frames/B/000444.jpg,B,train,0.466249,0.585941,0.007206,0.009629,20.80,2967.28,285.33,far_200_400
data/frames/B/000444.jpg,B,train,0.465060,0.666527,0.008036,0.015055,30.86,2967.28,192.32,near_0_200
data/frames/B/000444.jpg,B,train,0.491114,0.668895,0.009340,0.015640,33.78,2967.28,175.67,near_0_200
data/frames/B/000444.jpg,B,train,0.479121,0.634281,0.007701,0.012408,26.80,2967.28,221.43,far_200_400
data/frames/B/000456.jpg,B,train,0.466037,0.686192,0.009287,0.016642,35.66,2967.28,166.41,near_0_200
data/frames/B/000456.jpg,B,train,0.479973,0.636084,0.007649,0.012834,27.72,2967.28,214.08,far_200_400
data/frames/B/000456.jpg,B,train,0.492642,0.667722,0.010235,0.017012,36.75,2967.28,161.50,near_0_200
data/frames/B/000456.jpg,B,train,0.467174,0.599202,0.007206,0.010456,22.58,2967.28,262.77,far_200_400
data/frames/B/000468.jpg,B,train,0.466111,0.708065,0.010211,0.017640,38.10,2967.28,155.75,near_0_200
data/frames/B/000468.jpg,B,train,0.493285,0.666825,0.009854,0.017878,37.84,2967.28,156.84,near_0_200
data/frames/B/000468.jpg,B,train,0.467810,0.614258,0.007599,0.012860,27.78,2967.28,213.65,far_200_400
data/frames/B/000468.jpg,B,train,0.480525,0.637493,0.008791,0.013077,28.25,2967.28,210.10,far_200_400
data/frames/B/000480.jpg,B,train,0.465548,0.732336,0.010145,0.019097,38.96,2967.28,152.34,near_0_200
data/frames/B/000480.jpg,B,train,0.493439,0.665825,0.010378,0.014814,32.00,2967.28,185.46,near_0_200
data/frames/B/000480.jpg,B,train,0.467807,0.629506,0.007525,0.013832,28.90,2967.28,205.38,far_200_400
data/frames/B/000480.jpg,B,train,0.480078,0.636806,0.010156,0.020833,39.00,2967.28,152.17,near_0_200
data/frames/B/000492.jpg,B,train,0.465142,0.758572,0.011714,0.020367,43.99,2967.28,134.90,near_0_200
data/frames/B/000492.jpg,B,train,0.467406,0.648653,0.008078,0.013460,29.07,2967.28,204.12,far_200_400
data/frames/B/000492.jpg,B,train,0.493783,0.663891,0.010612,0.016631,35.92,2967.28,165.20,near_0_200
data/frames/B/000492.jpg,B,train,0.480237,0.640417,0.007621,0.013596,29.26,2967.28,202.79,far_200_400
data/frames/B/000504.jpg,B,train,0.466714,0.669770,0.008500,0.015105,32.63,2967.28,181.89,near_0_200
data/frames/B/000504.jpg,B,train,0.463572,0.789429,0.011792,0.022270,45.28,2967.28,131.06,near_0_200
data/frames/B/000504.jpg,B,train,0.479751,0.642548,0.008663,0.011864,25.63,2967.28,231.58,far_200_400
data/frames/B/000504.jpg,B,train,0.493049,0.663007,0.009590,0.016369,35.36,2967.28,167.85,near_0_200
data/frames/B/000504.jpg,B,train,0.305484,0.792914,0.025026,0.024117,52.09,2967.28,113.92,near_0_200
data/frames/B/000504.jpg,B,train,0.198828,0.820139,0.027344,0.031944,69.00,2967.28,86.01,near_0_200
data/frames/B/000516.jpg,B,train,0.465534,0.694408,0.009680,0.016981,36.68,2967.28,161.80,near_0_200
data/frames/B/000516.jpg,B,train,0.461337,0.826191,0.013407,0.026251,51.48,2967.28,115.27,near_0_200
data/frames/B/000516.jpg,B,train,0.479399,0.643267,0.008217,0.017344,31.55,2967.28,188.08,near_0_200
data/frames/B/000516.jpg,B,train,0.297694,0.808099,0.024998,0.023672,51.13,2967.28,116.06,near_0_200
data/frames/B/000516.jpg,B,train,0.492188,0.660417,0.010937,0.023611,42.00,2967.28,141.31,near_0_200
data/frames/B/000516.jpg,B,train,0.187109,0.840972,0.024219,0.037500,81.00,2967.28,73.27,near_0_200
data/frames/B/000528.jpg,B,train,0.458200,0.869448,0.015793,0.028632,60.65,2967.28,97.86,near_0_200
data/frames/B/000528.jpg,B,train,0.463507,0.722948,0.010378,0.018335,39.60,2967.28,149.85,near_0_200
data/frames/B/000528.jpg,B,train,0.491314,0.661054,0.009113,0.016249,34.99,2967.28,169.59,near_0_200
data/frames/B/000528.jpg,B,train,0.477732,0.647352,0.008323,0.014522,31.37,2967.28,189.19,near_0_200
data/frames/B/000528.jpg,B,train,0.288281,0.824306,0.025000,0.023611,51.00,2967.28,116.36,near_0_200
data/frames/B/000528.jpg,B,train,0.169922,0.859028,0.030469,0.031944,69.00,2967.28,86.01,near_0_200
data/frames/B/000540.jpg,B,train,0.454614,0.920324,0.016301,0.032209,62.60,2967.28,94.81,near_0_200
data/frames/B/000540.jpg,B,train,0.460868,0.756904,0.011280,0.020925,43.32,2967.28,137.01,near_0_200
data/frames/B/000540.jpg,B,train,0.188417,0.862373,0.027472,0.017731,38.30,2967.28,154.95,near_0_200
data/frames/B/000540.jpg,B,train,0.354964,0.923470,0.013277,0.020240,43.72,2967.28,135.74,near_0_200
data/frames/B/000540.jpg,B,train,0.778027,0.709915,0.021496,0.019887,42.96,2967.28,138.15,near_0_200
data/frames/B/000540.jpg,B,train,0.278614,0.842591,0.026059,0.026299,56.81,2967.28,104.47,near_0_200
data/frames/B/000540.jpg,B,train,0.490351,0.659731,0.009172,0.015769,34.06,2967.28,174.23,near_0_200
data/frames/B/000540.jpg,B,train,0.474219,0.647917,0.009375,0.018056,36.00,2967.28,164.85,near_0_200
data/frames/B/000540.jpg,B,train,0.153906,0.874306,0.028125,0.040278,87.00,2967.28,68.21,near_0_200
data/frames/B/000552.jpg,B,train,0.457239,0.797567,0.013046,0.024102,50.10,2967.28,118.46,near_0_200
data/frames/B/000552.jpg,B,train,0.449562,0.981383,0.017501,0.036123,67.20,2967.28,88.31,near_0_200
data/frames/B/000552.jpg,B,train,0.267893,0.862029,0.025833,0.027232,58.82,2967.28,100.89,near_0_200
data/frames/B/000552.jpg,B,train,0.472140,0.652107,0.009855,0.014172,30.61,2967.28,193.87,near_0_200
data/frames/B/000552.jpg,B,train,0.137608,0.902254,0.027505,0.046531,100.51,2967.28,59.05,near_0_200
data/frames/B/000552.jpg,B,train,0.175403,0.885637,0.027564,0.024166,52.20,2967.28,113.69,near_0_200
data/frames/B/000552.jpg,B,train,0.346719,0.954032,0.014756,0.026208,56.61,2967.28,104.83,near_0_200
data/frames/B/000552.jpg,B,train,0.488877,0.658928,0.008946,0.015111,32.64,2967.28,181.82,near_0_200
data/frames/B/000564.jpg,B,train,0.452960,0.845399,0.013884,0.026402,53.31,2967.28,111.31,near_0_200
data/frames/B/000564.jpg,B,train,0.465879,0.655377,0.012712,0.015074,32.56,2967.28,182.27,near_0_200
data/frames/B/000564.jpg,B,train,0.256314,0.882941,0.026142,0.029277,63.24,2967.28,93.84,near_0_200
data/frames/B/000564.jpg,B,train,0.159301,0.908755,0.027633,0.025991,56.14,2967.28,105.71,near_0_200
data/frames/B/000564.jpg,B,train,0.772353,0.711255,0.011601,0.017701,38.23,2967.28,155.22,near_0_200
data/frames/B/000564.jpg,B,train,0.487791,0.658375,0.009142,0.015579,33.65,2967.28,176.36,near_0_200
data/frames/B/000564.jpg,B,train,0.233095,0.919261,0.052290,0.031069,67.11,2967.28,88.43,near_0_200
data/frames/B/000564.jpg,B,train,0.143473,0.914503,0.033861,0.024495,52.91,2967.28,112.16,near_0_200
data/frames/B/000564.jpg,B,train,0.336748,0.984410,0.016628,0.025961,56.08,2967.28,105.83,near_0_200
data/frames/B/000564.jpg,B,train,0.133984,0.803472,0.014844,0.029167,57.00,2967.28,104.11,near_0_200
data/frames/B/000576.jpg,B,train,0.446772,0.904170,0.015615,0.029807,59.96,2967.28,98.97,near_0_200
data/frames/B/000576.jpg,B,train,0.456171,0.658988,0.015806,0.014252,30.78,2967.28,192.78,near_0_200
data/frames/B/000576.jpg,B,train,0.141993,0.933283,0.029974,0.027994,60.47,2967.28,98.15,near_0_200
data/frames/B/000576.jpg,B,train,0.486138,0.656994,0.009126,0.015612,33.72,2967.28,175.98,near_0_200
data/frames/B/000576.jpg,B,train,0.243017,0.906861,0.026028,0.030203,65.24,2967.28,90.97,near_0_200
data/frames/B/000576.jpg,B,train,0.217638,0.945870,0.053143,0.033335,72.00,2967.28,82.42,near_0_200
data/frames/B/000576.jpg,B,train,0.115932,0.823720,0.028263,0.030931,66.81,2967.28,88.83,near_0_200
data/frames/B/000576.jpg,B,train,0.123438,0.942361,0.037500,0.026389,57.00,2967.28,104.11,near_0_200
data/frames/B/000576.jpg,B,train,0.094531,0.953472,0.046875,0.054167,117.00,2967.28,50.72,near_0_200
data/frames/B/000588.jpg,B,train,0.439333,0.978292,0.019690,0.038648,75.61,2967.28,78.49,near_0_200
data/frames/B/000588.jpg,B,train,0.228087,0.931979,0.026616,0.031618,68.29,2967.28,86.90,near_0_200
data/frames/B/000588.jpg,B,train,0.122568,0.960393,0.031902,0.029678,64.10,2967.28,92.58,near_0_200
data/frames/B/000588.jpg,B,train,0.484466,0.655223,0.008986,0.015633,33.77,2967.28,175.75,near_0_200
data/frames/B/000588.jpg,B,train,0.201837,0.976000,0.058998,0.036459,78.75,2967.28,75.36,near_0_200
data/frames/B/000588.jpg,B,train,0.443520,0.661707,0.018854,0.013754,29.71,2967.28,199.76,near_0_200
data/frames/B/000588.jpg,B,train,0.109375,0.965972,0.039062,0.026389,57.00,2967.28,104.11,near_0_200
data/frames/B/000588.jpg,B,train,0.073828,0.977778,0.053906,0.041667,90.00,2967.28,65.94,near_0_200
data/frames/B/000588.jpg,B,train,0.100000,0.840972,0.025000,0.031944,69.00,2967.28,86.01,near_0_200
data/frames/C/000000.jpg,C,train,0.709356,0.099594,0.041575,0.073583,158.94,2967.28,37.34,near_0_200
data/frames/C/000000.jpg,C,train,0.655142,0.100528,0.041770,0.077080,160.40,2967.28,37.00,near_0_200
data/frames/C/000000.jpg,C,train,0.461337,0.214170,0.036545,0.099592,140.33,2967.28,42.29,near_0_200
data/frames/C/000000.jpg,C,train,0.539828,0.019292,0.023831,0.038585,83.34,2967.28,71.21,near_0_200
data/frames/C/000000.jpg,C,train,0.648553,0.443482,0.065277,0.162140,250.66,2967.28,23.68,near_0_200
data/frames/C/000000.jpg,C,train,0.528125,0.208333,0.109375,0.411111,420.00,2967.28,14.13,near_0_200
data/frames/C/000000.jpg,C,train,0.568750,0.720139,0.082812,0.226389,318.00,2967.28,18.66,near_0_200
data/frames/C/000012.jpg,C,train,0.664113,0.030485,0.035420,0.059874,129.33,2967.28,45.89,near_0_200
data/frames/C/000012.jpg,C,train,0.627010,0.073559,0.037726,0.068315,144.87,2967.28,40.97,near_0_200
data/frames/C/000012.jpg,C,train,0.479994,0.374627,0.040006,0.109961,153.62,2967.28,38.63,near_0_200
data/frames/C/000012.jpg,C,train,0.963965,0.884095,0.072025,0.230637,276.58,2967.28,21.46,near_0_200
data/frames/C/000012.jpg,C,train,0.675925,0.594662,0.070607,0.175565,271.13,2967.28,21.89,near_0_200
data/frames/C/000012.jpg,C,train,0.547880,0.108107,0.032141,0.074391,123.42,2967.28,48.08,near_0_200
data/frames/C/000012.jpg,C,train,0.428784,0.065959,0.027415,0.075886,105.27,2967.28,56.37,near_0_200
data/frames/C/000012.jpg,C,train,0.609375,0.918750,0.079687,0.151389,306.00,2967.28,19.39,near_0_200
data/frames/C/000012.jpg,C,train,0.547266,0.306250,0.122656,0.484722,471.00,2967.28,12.60,near_0_200
data/frames/C/000024.jpg,C,train,0.602781,0.057816,0.033713,0.059152,127.77,2967.28,46.45,near_0_200
data/frames/C/000024.jpg,C,train,0.632632,0.005845,0.020812,0.011690,25.25,2967.28,235.03,far_200_400
data/frames/C/000024.jpg,C,train,0.500588,0.549243,0.045531,0.123016,174.84,2967.28,33.94,near_0_200
data/frames/C/000024.jpg,C,train,0.440807,0.200008,0.030829,0.083524,118.38,2967.28,50.13,near_0_200
data/frames/C/000024.jpg,C,train,0.560620,0.218202,0.034871,0.079551,133.90,2967.28,44.32,near_0_200
data/frames/C/000024.jpg,C,train,0.705469,0.752778,0.082812,0.200000,318.00,2967.28,18.66,near_0_200
data/frames/C/000024.jpg,C,train,0.554297,0.435417,0.110156,0.523611,423.00,2967.28,14.03,near_0_200
data/frames/C/000024.jpg,C,train,0.926172,0.809028,0.144531,0.368056,555.00,2967.28,10.69,near_0_200
data/frames/C/000036.jpg,C,train,0.582047,0.048598,0.029978,0.053070,114.63,2967.28,51.77,near_0_200
data/frames/C/000036.jpg,C,train,0.526963,0.741237,0.050807,0.139698,195.10,2967.28,30.42,near_0_200
data/frames/C/000036.jpg,C,train,0.413703,0.009004,0.017985,0.018008,38.90,2967.28,152.57,near_0_200
data/frames/C/000036.jpg,C,train,0.459275,0.033966,0.034869,0.067932,133.90,2967.28,44.32,near_0_200
data/frames/C/000036.jpg,C,train,0.455413,0.345249,0.033822,0.094012,129.88,2967.28,45.69,near_0_200
data/frames/C/000036.jpg,C,train,0.498541,0.027617,0.032225,0.055235,119.31,2967.28,49.74,near_0_200
data/frames/C/000036.jpg,C,train,0.575749,0.332206,0.036393,0.086665,139.75,2967.28,42.47,near_0_200
data/frames/C/000036.jpg,C,train,0.740625,0.904167,0.085938,0.172222,330.00,2967.28,17.98,near_0_200
data/frames/C/000036.jpg,C,train,0.897266,0.751389,0.196094,0.486111,753.00,2967.28,7.88,near_0_200
data/frames/C/000036.jpg,C,train,0.582812,0.556944,0.143750,0.550000,552.00,2967.28,10.75,near_0_200
data/frames/C/000048.jpg,C,train,0.472910,0.506160,0.038179,0.107498,146.61,2967.28,40.48,near_0_200
data/frames/C/000048.jpg,C,train,0.556485,0.938180,0.054949,0.123223,211.00,2967.28,28.13,near_0_200
data/frames/C/000048.jpg,C,train,0.564362,0.047752,0.026754,0.047209,101.97,2967.28,58.20,near_0_200
data/frames/C/000048.jpg,C,train,0.462729,0.093763,0.035475,0.119636,136.22,2967.28,43.56,near_0_200
data/frames/C/000048.jpg,C,train,0.591664,0.451410,0.039160,0.093783,150.37,2967.28,39.47,near_0_200
data/frames/C/000048.jpg,C,train,0.640375,0.898619,0.079607,0.202763,305.69,2967.28,19.41,near_0_200
data/frames/C/000048.jpg,C,train,0.417115,0.086035,0.020738,0.062702,79.63,2967.28,74.52,near_0_200
data/frames/C/000048.jpg,C,train,0.503906,0.072917,0.037500,0.137500,144.00,2967.28,41.21,near_0_200
data/frames/C/000048.jpg,C,train,0.857812,0.642361,0.220312,0.462500,846.00,2967.28,7.01,near_0_200
data/frames/C/000060.jpg,C,train,0.496237,0.689197,0.043834,0.124698,168.32,2967.28,35.26,near_0_200
data/frames/C/000060.jpg,C,train,0.550348,0.054951,0.024172,0.041479,89.59,2967.28,66.24,near_0_200
data/frames/C/000060.jpg,C,train,0.611465,0.578932,0.043715,0.102418,167.87,2967.28,35.35,near_0_200
data/frames/C/000060.jpg,C,train,0.421573,0.189855,0.022159,0.066901,85.09,2967.28,69.74,near_0_200
data/frames/C/000060.jpg,C,train,0.411824,0.060746,0.021946,0.056430,84.27,2967.28,70.42,near_0_200
data/frames/C/000060.jpg,C,train,0.614062,0.752778,0.164062,0.472222,630.00,2967.28,9.42,near_0_200
data/frames/C/000060.jpg,C,train,0.462500,0.114583,0.043750,0.220833,168.00,2967.28,35.32,near_0_200
data/frames/C/000060.jpg,C,train,0.512500,0.120139,0.043750,0.223611,168.00,2967.28,35.32,near_0_200
data/frames/C/000060.jpg,C,train,0.722656,0.419444,0.068750,0.169444,264.00,2967.28,22.48,near_0_200
data/frames/C/000072.jpg,C,train,0.856127,0.962347,0.059889,0.075306,162.66,2967.28,36.48,near_0_200
data/frames/C/000072.jpg,C,train,0.526063,0.898189,0.050870,0.145130,195.34,2967.28,30.38,near_0_200
data/frames/C/000072.jpg,C,train,0.411166,0.014196,0.017083,0.028392,61.33,2967.28,96.77,near_0_200
data/frames/C/000072.jpg,C,train,0.634502,0.715616,0.047328,0.112419,181.74,2967.28,32.65,near_0_200
data/frames/C/000072.jpg,C,train,0.443929,0.008823,0.017434,0.017646,38.12,2967.28,155.70,near_0_200
data/frames/C/000072.jpg,C,train,0.540048,0.067098,0.021474,0.036648,79.16,2967.28,74.97,near_0_200
data/frames/C/000072.jpg,C,train,0.415175,0.153073,0.022389,0.060364,85.97,2967.28,69.03,near_0_200
data/frames/C/000072.jpg,C,train,0.476547,0.273408,0.038842,0.131882,149.15,2967.28,39.79,near_0_200
data/frames/C/000072.jpg,C,train,0.472470,0.004131,0.014038,0.008263,17.85,2967.28,332.50,far_200_400
data/frames/C/000072.jpg,C,train,0.517115,0.251621,0.039567,0.126939,151.94,2967.28,39.06,near_0_200
data/frames/C/000072.jpg,C,train,0.427713,0.299111,0.024542,0.073635,94.24,2967.28,62.97,near_0_200
data/frames/C/000072.jpg,C,train,0.728906,0.471528,0.159375,0.351389,612.00,2967.28,9.70,near_0_200
data/frames/C/000084.jpg,C,train,0.776535,0.811930,0.056919,0.108346,218.57,2967.28,27.15,near_0_200
data/frames/C/000084.jpg,C,train,0.904306,0.955595,0.063338,0.088679,191.55,2967.28,30.98,near_0_200
data/frames/C/000084.jpg,C,train,0.411909,0.088682,0.017863,0.045312,68.59,2967.28,86.52,near_0_200
data/frames/C/000084.jpg,C,train,0.661450,0.864652,0.051042,0.125844,196.00,2967.28,30.28,near_0_200
data/frames/C/000084.jpg,C,train,0.474496,0.058925,0.015396,0.035853,59.12,2967.28,100.38,near_0_200
data/frames/C/000084.jpg,C,train,0.531958,0.084032,0.019098,0.033065,71.42,2967.28,83.09,near_0_200
data/frames/C/000084.jpg,C,train,0.555780,0.007065,0.014119,0.014129,30.52,2967.28,194.46,near_0_200
data/frames/C/000084.jpg,C,train,0.418280,0.247733,0.023133,0.062396,88.83,2967.28,66.81,near_0_200
data/frames/C/000084.jpg,C,train,0.435928,0.417310,0.027997,0.080289,107.51,2967.28,55.20,near_0_200
data/frames/C/000084.jpg,C,train,0.527504,0.010517,0.020532,0.021034,45.43,2967.28,130.62,near_0_200
data/frames/C/000084.jpg,C,train,0.444320,0.054894,0.021309,0.066047,81.83,2967.28,72.53,near_0_200
data/frames/C/000084.jpg,C,train,0.471869,0.004030,0.014633,0.008061,17.41,2967.28,340.84,far_200_400
data/frames/C/000084.jpg,C,train,0.697668,0.420685,0.148691,0.304963,570.97,2967.28,10.39,near_0_200
data/frames/C/000084.jpg,C,train,0.513641,0.271986,0.065168,0.271734,250.25,2967.28,23.71,near_0_200
data/frames/C/000084.jpg,C,train,0.473438,0.279861,0.060937,0.290278,234.00,2967.28,25.36,near_0_200
data/frames/C/000096.jpg,C,train,0.838464,0.857293,0.060451,0.113180,232.13,2967.28,25.57,near_0_200
data/frames/C/000096.jpg,C,train,0.413026,0.172924,0.018944,0.047675,72.74,2967.28,81.58,near_0_200
data/frames/C/000096.jpg,C,train,0.476662,0.128612,0.016006,0.035671,61.46,2967.28,96.55,near_0_200
data/frames/C/000096.jpg,C,train,0.526392,0.106367,0.017039,0.029433,63.58,2967.28,93.35,near_0_200
data/frames/C/000096.jpg,C,train,0.423448,0.348936,0.025526,0.070216,98.02,2967.28,60.54,near_0_200
data/frames/C/000096.jpg,C,train,0.526442,0.026697,0.022685,0.052280,87.11,2967.28,68.13,near_0_200
data/frames/C/000096.jpg,C,train,0.446551,0.547997,0.031946,0.089433,122.67,2967.28,48.38,near_0_200
data/frames/C/000096.jpg,C,train,0.683791,0.978723,0.040143,0.042555,91.92,2967.28,64.56,near_0_200
data/frames/C/000096.jpg,C,train,0.472829,0.053995,0.017051,0.039302,65.48,2967.28,90.64,near_0_200
data/frames/C/000096.jpg,C,train,0.552311,0.026337,0.013725,0.023744,51.29,2967.28,115.71,near_0_200
data/frames/C/000096.jpg,C,train,0.415672,0.051767,0.017301,0.039296,66.44,2967.28,89.33,near_0_200
data/frames/C/000096.jpg,C,train,0.661380,0.385956,0.123156,0.256337,472.92,2967.28,12.55,near_0_200
data/frames/C/000096.jpg,C,train,0.445911,0.137460,0.019850,0.042379,76.22,2967.28,77.86,near_0_200
data/frames/C/000096.jpg,C,train,0.706641,0.680556,0.044531,0.086111,171.00,2967.28,34.71,near_0_200
data/frames/C/000096.jpg,C,train,0.481641,0.386806,0.067969,0.304167,261.00,2967.28,22.74,near_0_200
data/frames/C/000096.jpg,C,train,0.519141,0.356944,0.066406,0.291667,255.00,2967.28,23.27,near_0_200
data/frames/C/000108.jpg,C,train,0.779097,0.763681,0.054508,0.095557,206.40,2967.28,28.75,near_0_200
data/frames/C/000108.jpg,C,train,0.461204,0.691189,0.036761,0.101060,141.16,2967.28,42.04,near_0_200
data/frames/C/000108.jpg,C,train,0.523072,0.133563,0.014708,0.027994,56.48,2967.28,105.08,near_0_200
data/frames/C/000108.jpg,C,train,0.433342,0.008256,0.012677,0.016513,35.67,2967.28,166.38,near_0_200
data/frames/C/000108.jpg,C,train,0.414536,0.260564,0.019790,0.050893,75.99,2967.28,78.09,near_0_200
data/frames/C/000108.jpg,C,train,0.479063,0.200112,0.017911,0.038354,68.78,2967.28,86.29,near_0_200
data/frames/C/000108.jpg,C,train,0.474664,0.045718,0.014033,0.028166,53.89,2967.28,110.13,near_0_200
data/frames/C/000108.jpg,C,train,0.429695,0.456882,0.028143,0.076256,108.07,2967.28,54.91,near_0_200
data/frames/C/000108.jpg,C,train,0.549749,0.055480,0.012430,0.021422,46.27,2967.28,128.25,near_0_200
data/frames/C/000108.jpg,C,train,0.481589,0.003580,0.010465,0.007160,15.47,2967.28,383.73,far_200_400
data/frames/C/000108.jpg,C,train,0.473809,0.120987,0.017957,0.040998,68.95,2967.28,86.06,near_0_200
data/frames/C/000108.jpg,C,train,0.446925,0.211382,0.020149,0.040884,77.37,2967.28,76.70,near_0_200
data/frames/C/000108.jpg,C,train,0.417014,0.107447,0.022708,0.077456,87.20,2967.28,68.06,near_0_200
data/frames/C/000108.jpg,C,train,0.491381,0.492560,0.074542,0.343707,286.24,2967.28,20.73,near_0_200
data/frames/C/000108.jpg,C,train,0.445617,0.044351,0.018593,0.032616,70.45,2967.28,84.24,near_0_200
data/frames/C/000108.jpg,C,train,0.414901,0.126024,0.017677,0.041223,67.88,2967.28,87.43,near_0_200
data/frames/C/000108.jpg,C,train,0.632812,0.359722,0.103125,0.211111,396.00,2967.28,14.99,near_0_200
data/frames/C/000108.jpg,C,train,0.529297,0.452083,0.078906,0.318056,303.00,2967.28,19.59,near_0_200
data/frames/C/000108.jpg,C,train,0.657031,0.597222,0.039062,0.072222,150.00,2967.28,39.56,near_0_200
